videoID,subjectID
06592e8e,571
2821a632,810
7ceeffdd,805
5b0c3990,555
a4db2c06,914
45c4809a,885
73378ea8,635
94c524ca,654
531260a4,669
d147b15f,849
3dd4ad78,656
6f12f2d7,591
371c375d,665
e95ea383,675
f60604f9,758
aa0591c6,877
d95242b8,514
a39cc72e,825
adfcc00c,698
512ed135,601
50700951,679
28d785bc,708
77a099ba,986
2ccd1e62,700
e17bfc55,804
90eca2b3,823
93f83eb3,626
664fb501,952
fa96c4a2,902
b32c552e,644
e95fe2c9,827
7eb832f1,798
8a718a13,787
26687a10,988
b11931fb,535
7d7b5f48,977
6ba3de3e,573
d87ee45d,798
2be358b4,968
b394da65,620
bdd471f7,512
99377b24,752
d21ccb9e,556
b1a9d4d5,712
b3d05a2e,554
b9dc2f71,616
8da7b39f,585
7653bd6f,581
0440acfa,865
718edaf1,919
b248892a,983
c54d1af1,837
e9162e03,592
3b7c02aa,944
3cc5f740,867
dc1c7dfe,949
726c083d,848
fecec0d7,665
e7719fa1,595
618e964d,827
1891052a,857
1f316ab8,643
ab661cc1,772
7387a365,778
2cb082cc,900
2abf47a0,641
f016b9ab,582
57b3dedd,606
c2700000,623
1cc8ff8b,809
fecf9670,569
d33d95af,629
49ca1891,518
9be57823,969
57147aa9,821
ba217186,797
35ddc43d,868
8f5a6307,874
a08fdf38,932
bb1ed2ce,1000
47b779e3,528
365c254a,638
ad2622dd,660
62530fbc,721
1c4bf61e,793
ff301544,864
2d59efc1,718
7309fd2a,521
0c97a66d,552
922caae3,764
a8d7bae1,880
33d3fdc4,1010
de814772,908
f2233be2,735
69310148,502
0e088d74,765
79d3e081,873
c8dbb049,872
5f8392e3,742
16684e22,678
48573d84,930
24177d18,568
b0f14f0e,695
3a4fe1d9,817
8ebefb3d,964
9c35c07c,788
5c6ac08b,841
78ffc3dc,574
d9f9e945,740
45f57204,874
7120e56a,987
377bae87,908
0ab48015,627
fde4758a,741
453b1545,644
2ab0b1de,588
5f1e3741,943
b9710b00,551
8da20234,689
c4d3c45b,555
41258fda,531
bd787a02,735
710d58fd,619
c0564b78,919
967f2424,872
59f14c8c,835
03cd521a,973
0a1f07f8,874
31dd849a,973
95f16ab1,656
288374b0,713
cad07d9f,784
99ac6302,517
971b5ddf,809
aace6f5d,753
15575a11,545
a8b26961,964
605e6a64,665
399424cd,629
3c85f805,651
f9c615b9,946
8f30b091,714
248e5224,645
c0325794,660
9dff1673,629
8f92a595,516
d7dabd40,685
aed48d8d,667
f5297a1e,956
fc3dcb9d,925
7df33e8b,667
1b500e64,686
d656425a,965
50d7d697,763
59c29d5b,527
0572e5a0,727
7b52b2ff,592
5eadbf4f,794
cb1a81b8,843
e62c6dba,752
662b4c2f,549
7b8ab063,572
a4641384,663
a4cca554,500
b6c853c2,570
2c01e752,545
ec954223,842
09012d91,1013
82b3afd9,637
a34de2e4,512
b9bf2807,911
272f4a54,922
9b892817,573
1f63da1d,731
5ec67ef9,576
63fee0c5,536
a6020a9f,749
3d7b6512,889
955ce0b9,744
389b4852,993
6fbe2d17,919
7fde10b2,959
4d1c9f35,515
ee55b0cd,866
8cb8bdf3,635
1ca3453d,601
26f4adfc,933
5c8391a0,679
4e272657,893
c8587425,955
9148678f,569
197bf08f,687
0c45d8a2,602
fbec3c89,705
f2d80474,712
6be7865f,598
d4589086,527
a9b8705a,992
ec084d6f,959
503f90c2,795
f54d295f,539
089e2356,874
4f8db614,676
8ac57913,834
3802c5c9,602
de43d7ea,966
447aebf6,924
a23b0ac8,683
96dcfb11,554
cd2fc2bf,527
312a4a21,758
dfc43e06,689
0125eb0f,687
2effeec5,584
b6b9248a,693
735996d6,870
61a83e4e,593
3c529908,851
3ff4f29d,869
a7a1fbc3,844
d931295c,980
1f55745d,874
f307beea,649
edcd3e07,837
a9334f50,978
7d0ae990,874
d617b9fc,1010
0687fc4c,903
8492a3d4,931
cd646937,693
5c9fcd5a,576
891297f1,666
8692597e,652
5d0dca41,1010
379bc37d,500
e6291290,984
f80c23ce,895
8691b6e3,514
84715ffa,577
d575279d,938
30e12aab,906
9e60c84c,576
0a3c6300,615
d16c6c97,771
e121102d,552
52fd5077,586
e25eecc7,989
e8d40792,967
75743596,885
d523af5e,667
617df50b,671
a408bd9c,826
749a6b4c,848
ee5780ab,895
00f16dab,877
407797a5,905
e6ef3a88,555
db2eebbe,706
0ecf0ddf,788
a60d2176,625
2a880af7,874
047323de,997
a19b041a,921
4c5137dd,975
93f7f450,891
57fd1ed2,809
10db717d,536
cb78b323,501
bbe7c08b,665
dbbee728,576
a931852d,510
3329eeda,840
1d626e59,984
13ed8de5,910
b4122524,788
588b657d,886
f87b5951,788
54ce13da,812
8ce9c9d9,578
135fbfa9,616
6b084e62,694
1975f5eb,948
5de563d0,967
394372bf,684
c0ef6451,739
76ba9de0,924
546cc974,866
4f555016,827
21baa5f6,758
77b861d8,775
d764f0f2,807
fec81a34,656
6028847c,567
0e1bd7af,581
ea26002b,853
535f117a,615
49a7b876,991
d898c8b9,601
2f7df6c5,549
d4bbcd02,778
64dff787,782
ce635b96,958
0423dd41,583
b19da1ed,913
d66af8cc,569
af2777c8,594
4c5c1fa3,837
30ef497d,902
3e30f005,983
495b24f6,826
16da00e6,651
3afb0bb4,814
aa8c9d34,990
52023244,813
c0b60e9a,501
3f5989b8,878
59941c41,718
7a696067,985
0a464720,642
530d4bcf,1008
5099ffae,968
2c6b0b8c,523
5937a358,984
41967e90,753
bbf2c1dd,772
2fec5efe,1006
090a62ab,647
11c5cb6d,725
d718abc9,727
25dbbba0,730
966752ef,503
fea6abcb,559
64d6bed3,669
7748f9b7,627
20075270,952
3e7ab043,663
867a9dcf,837
d6c52f36,778
41a734c8,628
ca1145bb,825
069a00d2,543
703f38f8,506
72883524,556
3a5efe6b,576
733fd925,506
7118c322,989
5e9ae2fb,730
61eea33c,599
981b8833,797
0812b37e,996
a5ba1efa,1007
33779822,769
ccec3b46,883
2c400e30,802
16abd53a,636
24549426,504
0cdbf7e7,984
2a856780,942
2fd761ab,570
eef6b541,669
1df060c8,820
6f7fd939,645
15cc0812,942
0a146a46,711
828de316,628
ca2ef729,675
c13c1fa5,569
5ecd88a5,586
1cff7d29,554
3f79a6e4,565
866e689f,926
410ccdf0,533
47867386,874
40c3caab,658
1c6a1a69,883
837bb23a,578
1a84183a,645
12917b85,721
d2c7e173,510
761ba88e,847
748d287a,785
6c192f14,747
feae0df7,753
89a0904f,868
a0e2c950,596
e3dee369,502
9f321280,663
3da980a2,615
0be6090a,844
55ba78eb,793
a11d96d6,915
86014181,571
2e2dde7e,771
a92376a3,614
0e714f85,992
5bc96c2c,933
cf73f968,654
5fe7036d,614
5a411664,743
6b7d26f9,741
c37f98f6,837
23073671,543
8e660e8d,938
0cccf145,842
1f17f9e3,765
c9fd4a85,526
5892e147,752
61594ae4,817
dd96698b,943
2c00e54e,521
a512ef82,732
31df7f76,863
f0d9ad9f,598
0ff3f75e,768
8f3fd51d,588
922c87e7,812
03647a36,603
4f8c92e8,692
58fa3cd2,677
7b9a4ffc,975
d37674e2,798
c522b84d,866
0c34d31c,546
430f6fa7,751
b9872fd4,675
2c929151,841
1f02aa87,814
2b1bb719,951
fb01023e,906
61b019ff,844
3bdddd3a,908
470511ab,980
28f2f175,767
c1886c69,541
71f8ed79,723
91002a66,818
f87d8a6d,919
618c1bd4,565
da9252fa,513
eeb26aa1,638
9d65e5d2,569
726c0e01,919
71f4e327,798
7b15dcbb,539
dbf241ab,845
eea1628a,719
e9aabc79,856
f8901284,651
82b47e18,510
efd98eb2,525
7bb7a796,658
28e109c4,949
a0e29bc0,993
0c2864f8,678
cc23b164,848
9e4f32f0,705
cba9289a,818
5d86bd52,894
29bd69e1,632
6fb8bdb3,546
24067afc,677
ab4c51a6,665
7b2425a4,628
39238dc8,885
6b5b638f,821
cf89643c,754
3bff85c7,619
3c4e69ec,677
f43c9f04,549
9adbe38e,726
db362d44,869
5cb283a4,919
02522c95,786
7aa2a542,870
18839bfc,555
aa31cd18,809
259b8a37,617
e47ec00a,718
4ea3cbaf,767
9dfdfcb0,543
9f11a1e3,777
a9d2a80b,778
562985ad,638
4f487f08,795
533b2f95,555
4f355cde,868
37754018,632
ff766217,917
d65ab4a7,654
1a394985,551
e80e3fb1,915
2200c77d,742
fc420e8d,560
1b96d057,954
15845069,991
57d2d93a,502
1cb9c906,643
bd2e23c8,758
74efd740,589
c7cd0108,736
2d5f51ef,654
4f5a882c,756
e94f52eb,735
07bac5af,931
6708bd18,826
fac45a00,530
ffc39ae6,572
9698a62a,534
d7713139,500
baf2da25,699
93427ca8,682
fd1b36b6,728
69dacf25,884
21d3e5f8,520
9408c235,796
b3591b81,656
28f8b5d4,813
51bd18c1,860
0de5b8f8,953
2f7c67b2,588
9a465b56,809
5c97233d,599
ba4af5f7,718
67bc5d5b,936
a80df553,553
482410ba,806
ec81d079,957
63318528,595
a1d5e08c,888
b8135e3a,749
67486664,836
16124622,651
f15bc1ee,692
586d998b,836
752491a8,690
2ff17a9f,968
f5f1a50d,504
3f9113ed,975
22690c8a,915
61406a2b,863
203a7475,858
f80ca205,666
6494389a,805
2707d304,978
b94d6065,774
e86dba65,918
43e85f97,703
82ad58f1,638
76747f74,866
0567e01e,933
aecbb1b1,524
922eb883,754
34c00f18,640
a911f147,827
bb3d21d9,890
e6105807,662
6f6fe9cd,535
6ff34ea4,916
11cec5bd,578
d297ec12,762
c49d8fc7,801
186b3cdb,614
86380e78,566
e88f10f9,927
dfc43a93,741
dfa65adb,612
a6bff233,874
444a60bd,653
d5fc6913,781
8e624ef0,725
f94bb974,922
7ce261ee,639
8be9b15e,939
1dea0fe7,981
d4ebc753,568
8a907e3f,644
b677dad3,756
a8dfeed8,893
28041313,861
24621fdf,677
1cbb2c1c,952
f98692a2,587
a4b11f23,533
ed40d63b,607
aef8c1e9,878
13baf1b9,716
32552c08,925
a6f537fd,858
fc938e78,838
0e518d6a,948
53b2924d,862
72397903,1008
5675712a,793
e06c08bf,555
b788def2,898
f662ec9b,947
8f5867c7,981
9af6a991,645
4bdf959a,629
112c1ff0,602
28be7cd1,682
d7494d1b,659
8ee4362b,840
f0987ab9,543
04f7a546,675
ec29eba6,984
f410bf92,897
4eac5c67,615
ce251748,738
1ff5f955,822
e43faf11,770
60c535bd,542
5a21d1f9,910
bbba9516,651
b33b5e71,643
b75792bb,915
a0519ace,602
3346b4dd,502
af2ec8c5,718
fe360dbc,827
ead1b4e7,526
8bd046a2,741
4e0d376d,821
a638bbb0,706
21ffba83,916
24df616f,764
fc790bdd,576
51ea921e,553
aeb3fa75,664
74bf4f99,753
e860e755,992
c383c831,547
d37946ff,534
3200335a,906
0135835d,574
a90bdf22,915
672e9578,639
53e3e094,912
7a50c59d,798
63592367,895
0823ee6a,688
9138d372,933
91b1a3de,975
d8b0aa60,898
f00fbe89,591
6416214a,903
a8a729b5,577
3c4f8d37,565
fa9063c2,946
35d625ad,589
8b0ad36c,601
a77c35cf,763
32fe2520,979
989c9deb,718
2cc8135d,581
bd5f4c16,628
8db4dada,603
4e3f2673,787
3de37618,620
3aba9bc0,745
2b5a695c,806
23580c33,769
269250df,759
5e6271cf,686
bc8ed990,503
cee316b7,1009
76677015,912
93ee75a2,544
4e01e479,670
48ab455b,951
022c7d7b,850
838f1c9a,681
80f4f9b7,897
05a109a6,814
101de14a,516
996a741e,667
1ac82823,585
844720d6,503
856e9dd4,653
33ce6169,609
e031f3c2,516
45243623,583
b84964a2,628
365ba800,956
c0bba1f3,536
38fdbae8,692
0fe24a55,755
e1f96172,933
0fd166ea,1010
32768264,862
752a4890,1010
e85be1d4,993
b31dc2c3,798
76b3234c,651
ae36daff,614
b6350fd9,649
bc24eddb,996
8d184d08,729
a075c1be,794
268d7105,598
7e6f2f0d,634
1b4c92b9,509
41bc7334,701
c2e0da4d,686
df4b112a,956
865162cc,621
1e131c61,646
5561f9e2,1010
d175b836,747
5f161d87,1010
2193f345,906
6e7fc5a8,608
9ef72e52,572
ef0a92e4,901
cb828bdb,696
107dc19f,738
f1d72533,838
f20f94c6,651
71c9206e,839
a4159d08,988
fb7d8fb7,884
b467b38b,596
ffae550e,1009
fa4f62bb,530
2fae3723,773
762326c9,764
8101487e,1013
c969455c,957
5fabce46,829
f915d092,803
ac06a99e,854
7046606d,537
1c3ed27e,876
1fa1624d,958
a40c25f3,577
40dc8e10,920
a8a34d77,692
a257adcb,718
3bf3bc9b,840
32499c58,602
ed0a9a72,959
fe0b7415,606
20f6dc59,553
71a5c077,795
ae9cc13b,826
1d79c7d1,518
aeea0151,804
92f38bfa,706
3adaaaba,748
c38ea2e4,659
8e29e104,718
8f22b791,925
7faea520,618
264f127d,883
c9b2bb55,653
b255270b,663
284713e1,589
256bb115,902
c0c93070,943
a88aef88,833
07d109c7,658
7f458be6,907
7cac6154,610
838730b7,837
a407c444,679
ce9e39ab,907
d639f7d2,743
80f51871,627
feb3c8dc,608
7cfa193e,964
5e787cbf,612
65cb82ca,554
a2145ce0,718
f24dc028,615
5a22c19a,708
c155e388,907
c61ed947,1010
fcd38e8e,886
ff7a1f58,826
2b5ed95f,502
8cced3ee,782
a13ce269,799
8e7df099,854
eaba8360,563
e36344fa,885
d6fb3215,576
dd06591c,571
104f3172,548
acdebae2,865
e45fd374,554
83c92890,894
9c1d0bb9,612
6956b386,684
7d124b37,874
93346548,954
3dbf0de2,605
e530a0d8,511
7943df25,750
8e06f8d1,607
99629595,835
4f8e0a74,991
fe3023b0,915
35f7cf82,525
db8d2d18,640
f2edf062,964
3f0a4fbf,679
e70fb6ac,666
f1e99fd3,652
73ada6c8,823
87be518f,888
7faeef3e,807
844cbbf0,518
ffeb19e6,628
784b49fc,807
ee2e867b,923
ffb15797,888
cdd19ca7,705
5d067433,1000
5c7ca27a,752
a5ab1cc7,675
12099f29,714
f561172d,880
9bf0d45e,654
1526e0e2,539
668d56e8,597
47b55e22,952
5cf21c24,587
407bb122,775
908e9522,724
eccefe30,840
6bc3c06c,515
4803f064,874
d7022b36,643
ebeac54f,576
7524391e,1010
95e9de04,968
1957f9d2,759
f742e08f,598
be273019,671
428ad175,933
b8eb9cf7,608
f7700fa1,592
7bb90d0e,834
a8c7603d,666
ce49999a,610
3acb47f0,585
4758b34d,578
c13edd47,735
09385cdf,549
f5894a37,754
00d4ad32,639
9d7a0a9c,1004
26808dbe,874
131b4a22,639
5a5b0063,876
eb0adcef,607
9e966eba,894
f0917198,848
e87f4c14,507
c2ca1fc0,823
dcde0b6a,643
73d0464b,759
be1282c9,539
d9f83465,874
19be220a,1004
581e64af,954
905c7f50,837
4f26492c,576
38b19945,854
04f7dfbb,817
e066178f,667
abc94277,556
d4a53d0a,1003
870e4876,549
38752ea7,748
da78ced1,814
d35e653b,536
2e7edbc1,700
56618c55,506
9b9cfa53,798
b3f66808,987
7796f1df,745
e3004919,736
6d304f08,910
6c4d6992,671
da1a98eb,551
d0bf2d6c,808
00bb96cc,979
f5cf07a2,874
710b9467,694
e0f2098a,577
b1da31f8,975
27d0fc45,830
bb69761a,617
d07bbdcd,756
9a8852c3,971
c6aeef66,562
7c0fac45,995
5f37b89d,802
66b0bc91,877
8296248a,915
615c0ef6,525
e3301143,653
7bcd2e12,854
e1cbbec6,845
6af2252c,825
60a80b28,1010
cbaff543,836
50e3d744,806
e04032e3,984
71777b1c,558
082fd4a4,507
57c90714,875
d6f3b336,951
1d4cc7ad,626
a71024b8,539
977ee083,890
6506c84a,908
c44fa128,673
b62cee0e,1005
66dfc84c,503
ce31ecfd,540
444b67d0,549
6f6d43f2,558
3408dd71,773
0285f19a,650
b1d666ca,581
6449e631,521
64436738,668
cc8687dd,589
f5d92d4d,511
a867507d,706
598aa8e5,796
73511a37,894
e1368ec9,706
7ae05998,926
582dd6fe,734
f90e16ff,545
55660c75,664
f0ac015c,861
dae75340,901
b7796af6,691
fcba419f,820
0f659794,961
f3005681,635
224e4aaf,774
f9f79263,618
e995a362,564
9c8b3d8f,751
69257a8d,867
bc3a381f,660
e460da13,718
e388e4c5,626
611b05e9,848
34f438cf,763
4ac68615,550
7d871675,779
221592ee,843
d28416ed,591
efbb14af,723
af8ffdf3,698
9ab4934e,1013
5e40cb8f,989
523473ea,966
082529aa,602
d50cdcf4,905
9761ba50,800
b7fbbcc6,660
f39fe11d,517
de4d4cab,946
2774342e,920
39053db1,890
0b80b285,605
e4856197,718
dfe3026f,769
0cc9092c,675
dd55c497,862
edc7ec7e,744
b8ac13b0,953
e04e09a9,534
f8e471b5,555
30f38614,932
38df9ca7,596
fafbd507,624
25e1ff22,608
11db27a0,634
6c8be201,911
abaeaa6d,730
c68b0a19,718
392b9a36,1007
1acd69cb,578
84d18982,670
3e57e549,783
91d46dda,614
f117736f,903
a32b8902,732
d3a3d5eb,790
445979d7,666
352a1435,826
570d957d,781
54b18675,933
cc3434a5,530
312ad088,709
49d3554d,857
93179e35,701
03a6087e,573
a6a77ef3,599
27a06dd0,524
c9e92675,952
f312bdb8,954
2b46ac15,752
c1a48819,803
a30484fa,706
4d769e0c,961
b2bf2f46,564
63105a0f,933
ea14f107,826
2e25d26b,663
4d6d09b1,644
5e3f3390,502
b5a29c35,758
5392ea23,666
aa0c8533,691
dba8e3de,751
864f6d15,951
f1d6422f,629
4b7cd868,962
0b5f5bdc,520
de1db5b9,904
1cd0e69d,793
4e9e166f,718
90772977,1012
0ea6eb5e,601
5ab2f86d,784
0d565f46,693
0e1edffb,501
8c904794,854
eca5bd33,747
8c43da23,756
d4685e0d,691
4d4dbfa6,547
887310ca,814
2660819d,955
f675f95c,516
85e37dd6,544
5fa1b7cb,777
3e4ea8ae,595
e5150e11,829
335b94ea,544
1cb3d7e7,577
da6878b9,605
f3a27e68,752
cb1335ba,937
25b8dc4a,563
fcc2a423,992
6b9f089a,523
c2969144,968
d6877b6c,917
0211f75c,954
092edb00,840
e6382b47,883
d7bb5502,774
06ade226,991
a58deba0,616
b7a0ea55,722
1b45eb82,951
0e294dc1,959
561b7661,979
93d9d108,810
c499bba1,571
feaaa6cc,799
f75eadf0,528
1cab14b4,691
7c33b581,813
82468f5d,565
f8c4ac88,698
fe1ed78d,657
2b3cee82,1010
d5bd43b9,926
23329327,734
442801c7,908
9131a958,598
0d7f11d4,550
dde8ac20,647
a13101b0,888
f5d52d62,858
8f8b51b6,681
c07daf0b,839
0a9e638b,543
36c73f38,789
c14036d8,647
aa962a2f,694
fb1f599c,895
0767f611,827
f6578563,870
e8613074,682
2c6af27a,646
20d295f0,997
3c2fbf4e,850
7d9132e4,1004
4e7421b5,763
ce1a0da9,814
538b764b,870
303899a6,731
444aded8,836
ca95b666,622
a86490cd,573
9e62eaad,990
40676065,686
8ff93a9d,707
7051869d,773
fd3a36ce,843
13096037,954
e65eb37f,729
2d704d95,759
c15b9580,604
f28c03e6,857
675af475,618
67c43f17,832
73f944f4,519
a4978073,651
ab634b2a,735
383ef034,975
7089b9fc,822
32c0d534,556
0ed0bb09,751
b3a12600,606
a97d2526,555
05ae7e1b,806
3700a281,989
5b73fdb0,532
08d86a1c,530
71c0f526,763
3c5913ca,867
152746b9,819
302f06dd,987
777f6401,675
5cc9bfe9,858
7893903b,893
6c23e742,530
c5ef5c40,717
e9d31e79,601
f06beceb,614
c4e70f43,806
8cf7896e,543
aa2fb8bf,1005
fed01593,975
bfd4c4be,632
0b9299f4,547
219a24ef,869
85fb1190,686
11a01e44,720
0e7af60e,665
2556beca,964
36942922,624
4dbdbe1e,903
266354c2,862
e1796017,662
bcb0f786,979
74cb86ec,922
4982fa31,673
3571cb96,599
7043f399,899
c8c784a1,893
85e84fc9,766
faad0f66,651
0e29d3ed,547
fb08f866,803
b82122f4,566
2c199cf3,612
48c461a7,890
10796cd5,778
1216712c,588
67637df1,682
8fb9168d,795
9ab490b7,874
82041ad4,1000
2c557872,611
a5042ab5,881
a9ffe70b,794
b49658f1,543
80737a05,920
fd3f20cb,578
7867834f,749
bc383bf7,880
684e228b,925
a0d57e04,926
ee6d3a1f,545
272c1f62,576
daa62cf2,833
1cc1a933,968
9c9a8c2a,555
8536ed01,874
a2f1396d,626
d24130aa,991
d0545b49,573
520510ba,874
ed7754d1,514
6a7f02a7,524
5d4d2545,814
af5815b0,842
3c0297ca,590
19e9a331,781
8e631a10,963
c791f796,875
ca6a066f,766
3c4bfcdb,737
86b1f8fa,718
cf31b7c6,574
b4fdb4e6,577
cc73613d,663
672b0caf,866
fe639531,751
6214bba3,909
3e41d51c,725
83369550,912
44287e1c,871
0a65bf4a,645
f90c60bc,653
f5d23a8b,781
884a8ff5,598
9100dd80,703
b27c6869,981
c1b13c22,909
2e58eb55,933
91459939,906
480d38ee,883
bfa6db4c,780
45cb7341,743
8f5e1b20,703
1465a100,631
ac217762,756
5eb2be8a,956
c70ef446,874
f920ce38,729
6899eb7d,790
b21d0682,867
6bb94a25,525
ddae12aa,867
0bd0fbcd,843
907c5276,522
f7106542,796
8b1b14ab,522
87093323,852
ad97006d,773
f230448e,606
2a88dd29,593
2b9e0511,748
9dc4e3ef,847
0bbfc016,987
ce48a4b9,653
8dd72d7f,789
6208fdbb,798
eb4b4d4d,790
bef99e66,918
033907e7,866
048f52d4,991
de0c0337,775
758ed5d3,636
0aaac0e4,577
aa06ce20,863
a763a222,874
84b4993e,703
facb4425,937
75322681,805
88d3e935,706
f4cdeec1,988
386ba712,587
4fee998e,837
013f8f65,794
5462a793,698
8044bad8,630
b9c2f425,735
83abb53b,606
d419c631,877
994d7516,984
514c7b84,892
b8af0e1c,503
5ed8941e,706
122d7134,984
f705c2a9,556
c4180039,818
4413d538,534
2cc981dd,939
c54f6133,982
d0b32027,683
a3d3cea0,703
ba9038fa,950
21362935,973
2a3eb750,833
39239e29,901
d3af90e3,955
d52c34b2,938
9033296f,827
cdfbd3a0,543
02bd18fa,843
0612966e,1009
a97725bd,526
5ae3e62d,988
55fe3b0a,774
79d36152,753
542ad9b6,541
6a60244d,843
5c145264,711
8953eb27,598
f68fd116,577
a2ba210b,968
e3130934,675
87cd3dba,757
ebede372,549
f3c7c047,1002
69057fcf,997
4b9883ee,502
e9ebbe71,851
2e475c0a,734
9317f70b,679
b5467053,694
a4f2a8a6,694
d0f8632a,805
fc90abdf,769
44f63ae2,576
a8648014,812
ac4fe3e4,719
801c796a,885
e73a1596,884
d4f0ca1e,783
8bd0d843,823
569fbe10,861
84032fcd,751
4a8367b9,691
b083ec5d,923
93661499,624
7c5869e0,513
0864c937,792
a83b06db,793
0613fc01,577
c96c9e56,887
e5179bbf,637
e391abce,731
7eb48397,727
530b3891,900
094fc56e,839
8b0def3f,987
457f0e7f,709
7eda08af,986
8c7581e1,984
d3422cd5,689
29645b67,772
f28f7145,958
dd6641a1,953
2d47a2ed,802
b3ad0848,999
2a884f1e,620
d3fbd351,794
243b37bb,860
9279e2cd,990
ef908f30,512
d45eb9ac,576
29930d95,516
51264334,1002
2d9d949e,716
a7f54288,842
a7f74ed3,843
ef115de5,916
e2821c64,951
9705e7c7,930
d24d3f54,742
3c5a982b,980
cbfb2a13,663
b86bdaae,963
23316782,799
8983df34,843
f029854f,773
772e4ae2,966
85c8a77b,1010
62a568d3,912
00895adb,703
d4170595,804
086bcc06,906
bf9fdd55,627
9018bdbd,516
ee3f0b6f,532
a1ec788a,667
687c04c2,505
1c504b33,912
9ad0c21e,728
5713bca3,753
8f32ee11,515
f638ea20,737
a62b075a,651
cd7d0cdd,985
0006610f,750
824756d0,874
8d8dead7,659
cb301629,861
ac34358e,544
23b29b13,782
d6fd96ca,774
edc0acd0,971
fb4b22dd,598
e7d6db55,662
b0bca743,525
78376aa5,823
be973624,801
fdefe82c,714
4415de73,566
54c0d63b,586
1b1f5b30,534
c9e87de4,917
42edcb34,705
a2a09d9c,984
3c8da816,843
d133bf05,853
f6772306,533
21cd109e,507
5ee6eddb,566
b632ae91,857
f5d0fab4,603
15aacc4d,919
84e2556e,748
2447b245,725
49da4652,593
ad76dee1,556
423678e5,528
64828fe8,988
a84efe73,599
ae755167,959
f991bb65,984
f1eba5d2,776
2b217ba4,926
a8c32bd2,841
b315e6c9,836
883046fa,870
fc5599cb,914
581a5757,789
c47216f8,906
c37ac4f5,961
ee48a222,795
c8e29463,776
10470d75,578
f5f4e1a1,885
6e7b71ea,600
30c2a46b,752
9ab61d3c,939
da9c537a,653
087b3929,823
2663b77f,904
5af7e20b,778
1f73321a,718
231edfc1,543
18007778,885
7e526ed2,875
89c32afa,856
7e75a52f,670
9d9be70c,662
cd8f0fd1,966
e188a59a,814
f3276b68,843
08519a09,933
ed34659f,950
0155012b,996
d5cb89bb,966
34cb3364,866
6e4bc678,856
75697ae6,817
c7e276ea,857
ef36d5de,564
1338bce6,732
de7ef239,647
23dc0c04,556
afee7738,961
b2e027a3,838
3e3c3ef8,616
6ef916e5,671
77ba0e26,665
ea3c5e5b,518
410e9cb5,926
f82261ab,726
8f8bbf90,679
e7621748,517
d80ad8e7,778
f3ea4812,736
553f577f,542
9b1dc3b1,837
e9b52f0e,666
4af86d3c,769
fcdb8e5e,843
ccf59e7f,952
4afe8f33,980
57357cbf,767
396ba4b3,502
2ea48e30,645
f789bb82,855
244dbed7,653
d3ec1673,601
eeb61bab,724
76d47b1a,598
ea234097,643
29215e68,844
b9716761,524
7302578f,778
a7bf098d,675
30d40817,679
